Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR7107521,2018-05-16 00:07:03,2018-05-10 14:58:39,537787309,107557461800,537787309,200,38494,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107521.sralite.1,SRX4035758,Illumina sequencing of Jindo Dog,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144493,PRJNA448733,,448733,DRS001112,SAMD00009664,simple,9615,Canis lupus familiaris,SAMD00009664,,,,,,,no,,,,,NHGRI,SRA699439,,public,0BFDDBE5DA9A9FAEB72C6CA112CE11AA,0CB7FE21F60ADD43F58789D59077FBEF
SRR7107522,2018-05-14 00:07:22,2018-05-07 09:53:25,200921964,60448918464,200921964,300,29126,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107522.sralite.1,SRX4035759,HT001,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1575629,SAMEA103135918,simple,9615,Canis lupus familiaris,SAMEA103135918,,,,,,,no,,,,,NHGRI,SRA699439,,public,14BF874DFF84DB2F3BA90178EF36C1A9,310F33FBD6A81B5F3A51B89ADA6EFC9A
SRR7107523,2018-05-16 00:07:03,2018-05-10 12:07:55,203589257,40385099861,203589257,198,17484,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107523.sralite.1,SRX4035760,LB1919,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1624528,SAMEA103935360,simple,9615,Canis lupus familiaris,SAMEA103935360,,,,,,,no,,,,,NHGRI,SRA699439,,public,91CFC3118BB9415147E156F3EFB8CF99,19F4BBAD4E1300D86FF46E32C2DFD14E
SRR7107524,2018-05-14 00:07:22,2018-05-07 09:02:54,111521847,33433096178,111521847,299,13786,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107524.sralite.1,SRX4035761,BU002,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1638210,SAMEA103949042,simple,9615,Canis lupus familiaris,SAMEA103949042,,,,,,,no,,,,,NHGRI,SRA699439,,public,A105411982DB0EAEEC7BAA3C20EF5C2C,40598733FD29B8F134E7F65BC044F17A
SRR7107525,2018-05-16 00:07:03,2018-05-10 12:07:58,182019946,54770207809,182019946,300,25183,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107525.sralite.1,SRX4035762,GR0892,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144493,PRJNA448733,,448733,ERS1681145,SAMEA104016307,simple,9615,Canis lupus familiaris,SAMEA104016307,,,,,,,no,,,,,NHGRI,SRA699439,,public,CCA27C813ADC21A4E51FD4CDEE0A8249,6E6C5C84FDDAC2788DC25A7D5C63D421
SRR7107526,2018-05-10 00:06:32,2018-05-03 21:13:03,250303292,75324647758,250303292,300,35272,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107526.sralite.1,SRX4035763,MA0163,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1695941,SAMEA104032048,simple,9615,Canis lupus familiaris,SAMEA104032048,,,,,,,no,,,,,NHGRI,SRA699439,,public,A57101475AAE2615B63B6A44C5D4D393,2AE7E6E46A3AE23E77247A70D22B9A11
SRR7107527,2018-05-10 00:06:32,2018-05-03 22:32:30,158906628,40044470256,158906628,252,13320,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107527.sralite.1,SRX4035764,NW062,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755443,SAMEA104091550,simple,9615,Canis lupus familiaris,SAMEA104091550,,,,,,,no,,,,,NHGRI,SRA699439,,public,D70294B8B059CEEB8965735EC8AD1622,AFD3B1DC5C16C8E216A8DEAB58B982FA
SRR7107528,2018-05-10 00:06:32,2018-05-03 22:21:39,151234569,38111111388,151234569,252,13058,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107528.sralite.1,SRX4035765,NW152,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755444,SAMEA104091551,simple,9615,Canis lupus familiaris,SAMEA104091551,,,,,,,no,,,,,NHGRI,SRA699439,,public,54257ACB5970F1D5D4FAF7B25AC842DA,958C101CF4E31E955F7D1F3E72FE0EC8
SRR7107529,2018-05-10 00:06:32,2018-05-03 22:36:05,141090584,35554827168,141090584,252,12142,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107529.sralite.1,SRX4035766,NW206,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755445,SAMEA104091552,simple,9615,Canis lupus familiaris,SAMEA104091552,,,,,,,no,,,,,NHGRI,SRA699439,,public,17BB2209860DF7B51164C52270213F14,9C1A33C5165275E6E893E74028F7A3BC
SRR7107530,2018-05-10 00:06:32,2018-05-03 22:25:06,153098470,38580814440,153098470,252,13256,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107530.sralite.1,SRX4035767,NW255,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755446,SAMEA104091553,simple,9615,Canis lupus familiaris,SAMEA104091553,,,,,,,no,,,,,NHGRI,SRA699439,,public,D5A0485A7F4DD8B7A288D23A8EE6A273,964FF277E72DB880E901E6E8A26401D4
SRR7107531,2018-05-10 00:06:32,2018-05-04 22:29:54,216801164,65219908009,216801164,300,31579,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107531.sralite.1,SRX4035768,RR098,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755447,SAMEA104091554,simple,9615,Canis lupus familiaris,SAMEA104091554,,,,,,,no,,,,,NHGRI,SRA699439,,public,0647D0745B811FEEBFCCD3221B1E78FE,1130D0AE58225F6E8EDBD547E44E23FC
SRR7107532,2018-05-14 00:07:22,2018-05-07 10:10:31,227406291,68420755206,227406291,300,32003,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107532.sralite.1,SRX4035769,CE073,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755448,SAMEA104091555,simple,9615,Canis lupus familiaris,SAMEA104091555,,,,,,,no,,,,,NHGRI,SRA699439,,public,E6868CE951713372EA46F12391FEB91C,17836DA1B424199F5552D13750170048
SRR7107533,2018-05-20 00:07:26,2018-05-14 22:42:32,179654332,54055846685,179654332,300,25165,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107533.sralite.1,SRX4035770,CR039,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755449,SAMEA104091556,simple,9615,Canis lupus familiaris,SAMEA104091556,,,,,,,no,,,,,NHGRI,SRA699439,,public,489365142ED8034515A11112CE6847E4,A02DA6C57E0C6CE8BD3E11EF699BFBE6
SRR7107534,2018-05-16 00:07:03,2018-05-10 13:54:54,271807170,81797019171,271807170,300,34100,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107534.sralite.1,SRX4035771,DD116,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755450,SAMEA104091557,simple,9615,Canis lupus familiaris,SAMEA104091557,,,,,,,no,,,,,NHGRI,SRA699439,,public,D709C1CC95DBE4F935BFF3383D679718,3539A0B974E7C7DD5BA8AA78FFFFA481
SRR7107535,2018-05-14 00:07:22,2018-05-07 16:18:31,246608559,74198717610,246608559,300,28760,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107535.sralite.1,SRX4035772,BC0480,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755451,SAMEA104091558,simple,9615,Canis lupus familiaris,SAMEA104091558,,,,,,,no,,,,,NHGRI,SRA699439,,public,30DD6054AAC00C852A89C3E77735D539,E595B52EA552C2970FE39A6C9991F7ED
SRR7107536,2018-05-10 00:06:32,2018-05-04 22:46:08,222280487,66872308765,222280487,300,25303,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107536.sralite.1,SRX4035773,SY046,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755452,SAMEA104091559,simple,9615,Canis lupus familiaris,SAMEA104091559,,,,,,,no,,,,,NHGRI,SRA699439,,public,6BB209BE32787DBC0EF72BF4603330D0,28EFA32E2BC8E1ECBEB73094ED43CDD7
SRR7107537,2018-05-10 00:06:32,2018-05-04 03:10:27,203360910,61167953286,203360910,300,23369,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107537.sralite.1,SRX4035774,AC023,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755453,SAMEA104091560,simple,9615,Canis lupus familiaris,SAMEA104091560,,,,,,,no,,,,,NHGRI,SRA699439,,public,0D7ADF94FBD13200F3778FEB037443A4,1C775ED3ED7133C6691649C26FB0C739
SRR7107538,2018-05-14 00:07:23,2018-05-07 13:18:28,294210982,88526434209,294210982,300,34879,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107538.sralite.1,SRX4035775,WW558,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755454,SAMEA104091561,simple,9615,Canis lupus familiaris,SAMEA104091561,,,,,,,no,,,,,NHGRI,SRA699439,,public,48ADCEC32A16F165A38044CEB87A063E,BE46BE8740B65BA610E57EF6717C5BE2
SRR7107539,2018-05-14 00:07:23,2018-05-07 11:47:07,296434850,89194556130,296434850,300,34724,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107539.sralite.1,SRX4035776,BG064,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755455,SAMEA104091562,simple,9615,Canis lupus familiaris,SAMEA104091562,,,,,,,no,,,,,NHGRI,SRA699439,,public,20101EBD895DCD0FA7C4D9D095F402BA,483F5B86BEEFDE31710BBDA4A4365450
SRR7107540,2018-05-10 00:06:32,2018-05-03 21:40:42,218596200,65736823789,218596200,300,24523,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107540.sralite.1,SRX4035777,WO001_895,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755456,SAMEA104091563,simple,9615,Canis lupus familiaris,SAMEA104091563,,,,,,,no,,,,,NHGRI,SRA699439,,public,3E9BE1D5ADEA4608AB3098ABD917F87F,86FC85FA2153E430FA170B48E5E4ED8A
SRR7107541,2018-05-09 00:10:49,2018-05-03 20:15:27,178092882,53546652773,178092882,300,20693,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107541.sralite.1,SRX4035778,WO002_732,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755457,SAMEA104091564,simple,9615,Canis lupus familiaris,SAMEA104091564,,,,,,,no,,,,,NHGRI,SRA699439,,public,5E4943DB78CD78E19558119E7357F2B7,F92DBEA3886A93B915BF31409074BF6E
SRR7107542,2018-05-09 00:10:49,2018-05-03 19:13:06,209822164,62958433781,209822164,300,23395,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107542.sralite.1,SRX4035779,WO003_636,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755458,SAMEA104091565,simple,9615,Canis lupus familiaris,SAMEA104091565,,,,,,,no,,,,,NHGRI,SRA699439,,public,33C1BF6A297D154CC4E85E3B715660EE,9E2CCCF37BEDCF744D9470162E9B427D
SRR7107543,2018-05-16 00:07:03,2018-05-10 12:17:55,160045899,48102622148,160045899,300,18972,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107543.sralite.1,SRX4035780,CW011,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755459,SAMEA104091566,simple,9615,Canis lupus familiaris,SAMEA104091566,,,,,,,no,,,,,NHGRI,SRA699439,,public,BC8AE4BDC83D49D97E32B0F7B983A548,065F10CC4E51D82E07E433D013300A9B
SRR7107544,2018-05-16 00:07:03,2018-05-10 13:08:54,205134319,61719509335,205134319,300,25062,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107544.sralite.1,SRX4035781,DH0117,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755460,SAMEA104091567,simple,9615,Canis lupus familiaris,SAMEA104091567,,,,,,,no,,,,,NHGRI,SRA699439,,public,CDA3C4225DFEC9CAA4A506D76577BB56,099B55ABCEB4222B4B68CB626D955043
SRR7107545,2018-05-16 00:07:03,2018-05-10 12:22:07,143278083,43109584136,143278083,300,18366,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107545.sralite.1,SRX4035782,LA2443,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755461,SAMEA104091568,simple,9615,Canis lupus familiaris,SAMEA104091568,,,,,,,no,,,,,NHGRI,SRA699439,,public,1CD47DAFF11FBB14D75D0F6E2C4BE69F,9081D2E4DC41B443005DD564E91E066A
SRR7107546,2018-05-16 00:07:03,2018-05-10 19:56:05,249557033,75083826629,249557033,300,29927,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107546.sralite.1,SRX4035783,CK023,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755462,SAMEA104091569,simple,9615,Canis lupus familiaris,SAMEA104091569,,,,,,,no,,,,,NHGRI,SRA699439,,public,645E204239DDE59EFA70D945BC2EBA2A,7ED4ADEC83DAD443DFC7513510202CBF
SRR7107547,2018-05-16 00:07:03,2018-05-10 15:00:18,234898055,70673419155,234898055,300,29010,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107547.sralite.1,SRX4035784,CK006,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755463,SAMEA104091570,simple,9615,Canis lupus familiaris,SAMEA104091570,,,,,,,no,,,,,NHGRI,SRA699439,,public,D88397F7210985C6ACE63B16431C4F08,608C815B84ADDEEA53BFC524A0A911E4
SRR7107548,2018-05-10 00:06:32,2018-05-04 04:55:52,136743650,41152023733,136743650,300,17431,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107548.sralite.1,SRX4035785,AM007,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755464,SAMEA104091571,simple,9615,Canis lupus familiaris,SAMEA104091571,,,,,,,no,,,,,NHGRI,SRA699439,,public,71ECC37638B8A005D8E72CA202200426,8D12FD728FFC418D5E9B29C267289589
SRR7107549,2018-05-16 00:07:03,2018-05-10 17:17:21,250178138,75287683050,250178138,300,30402,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107549.sralite.1,SRX4035786,GR1078,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755465,SAMEA104091572,simple,9615,Canis lupus familiaris,SAMEA104091572,,,,,,,no,,,,,NHGRI,SRA699439,,public,E18D0851CC76EDE11044FF7F5CFA82A1,62ECA9D5D7BCE3A4D493B80B0953CABE
SRR7107550,2018-05-12 00:06:37,2018-05-05 00:21:59,304079583,91501450519,304079583,300,36624,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107550.sralite.1,SRX4035787,SS004,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1755466,SAMEA104091573,simple,9615,Canis lupus familiaris,SAMEA104091573,,,,,,,no,,,,,NHGRI,SRA699439,,public,1FEBFED564F63722D83190E558FE3BB5,9112794496176647BCB2311AD42FEB19
SRR7107551,2018-05-16 00:07:03,2018-05-10 21:47:56,243832034,73378561333,243832034,300,29421,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107551.sralite.1,SRX4035788,GS104,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1769145,SAMEA104105252,simple,9615,Canis lupus familiaris,SAMEA104105252,,,,,,,no,,,,,NHGRI,SRA699439,,public,84C7D4D5515467CC3D8872C4979C518E,7629796A26186299DDB9BAC4919CFE43
SRR7107552,2018-05-10 00:06:32,2018-05-03 22:31:03,253640810,76256475822,253640810,300,31238,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107552.sralite.1,SRX4035789,LA2382,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1788968,SAMEA104125075,simple,9615,Canis lupus familiaris,SAMEA104125075,,,,,,,no,,,,,NHGRI,SRA699439,,public,032BEC3B28CF9BD207BECB3A6FCA93AA,83B7EA9070AE542B6E3E03E630220AC5
SRR7107553,2018-05-14 00:07:23,2018-05-07 09:22:23,207583680,62468562384,207583680,300,24353,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107553.sralite.1,SRX4035790,BC485,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789005,SAMEA104125112,simple,9615,Canis lupus familiaris,SAMEA104125112,,,,,,,no,,,,,NHGRI,SRA699439,,public,75F27102A0C47E9DE737B9C558FF31F9,47B4D9905846AE8D39492D45A47F63F2
SRR7107554,2018-05-14 00:07:23,2018-05-07 09:30:11,214143296,64442590019,214143296,300,25093,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107554.sralite.1,SRX4035791,BC518,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789006,SAMEA104125113,simple,9615,Canis lupus familiaris,SAMEA104125113,,,,,,,no,,,,,NHGRI,SRA699439,,public,BB02EDA1D53EFB443DF5D7A8036682A6,14F572CA2C9D11E5C4DC6082EA5CD598
SRR7107555,2018-05-14 00:07:23,2018-05-07 10:01:01,187470438,56417249775,187470438,300,22142,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107555.sralite.1,SRX4035792,BC597,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789008,SAMEA104125115,simple,9615,Canis lupus familiaris,SAMEA104125115,,,,,,,no,,,,,NHGRI,SRA699439,,public,0353B6FEB882D57DC37DE839341AC7F0,D58055FF09C6AD85347B25934F659620
SRR7107556,2018-05-14 00:07:23,2018-05-07 09:54:12,188095342,56600211158,188095342,300,26797,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107556.sralite.1,SRX4035793,BT1021,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789009,SAMEA104125116,simple,9615,Canis lupus familiaris,SAMEA104125116,,,,,,,no,,,,,NHGRI,SRA699439,,public,3BE09DBA00A48581CBD917931AE3F85D,56F54A884ED79DD9E6448FF1075A4255
SRR7107557,2018-05-16 00:07:03,2018-05-10 15:55:49,151328163,45538897344,151328163,300,17719,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107557.sralite.1,SRX4035794,DH126,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789010,SAMEA104125117,simple,9615,Canis lupus familiaris,SAMEA104125117,,,,,,,no,,,,,NHGRI,SRA699439,,public,6D0D602D94049431828D9CACBB494B5B,FD0BD806E71EA2B937E879B55B365C3B
SRR7107558,2018-05-16 00:07:03,2018-05-10 17:30:05,302892959,91154135067,302892959,300,36755,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107558.sralite.1,SRX4035795,GY432,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789011,SAMEA104125118,simple,9615,Canis lupus familiaris,SAMEA104125118,,,,,,,no,,,,,NHGRI,SRA699439,,public,59134710611006F4643EF908A0CF1E0B,41E21B4778264C03E3E259A8DF9E783B
SRR7107559,2018-05-16 00:07:03,2018-05-10 21:50:36,257729679,77541143421,257729679,300,29467,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107559.sralite.1,SRX4035796,JR0034,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789012,SAMEA104125119,simple,9615,Canis lupus familiaris,SAMEA104125119,,,,,,,no,,,,,NHGRI,SRA699439,,public,8B28743C8E371B0026F35B34DC78F423,541FF8628BF8A8C17C2B7EDC2DD76DEB
SRR7107560,2018-05-10 00:06:32,2018-05-03 23:06:55,302468235,91028481704,302468235,300,36317,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107560.sralite.1,SRX4035797,JT007,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 3000,SRP144493,PRJNA448733,,448733,ERS1789013,SAMEA104125120,simple,9615,Canis lupus familiaris,SAMEA104125120,,,,,,,no,,,,,NHGRI,SRA699439,,public,7D7973D0F38457547C15B217FBC3D8EE,497CC860B9347EFDBCBB1B88BAEEEB35
SRR7107562,2018-05-09 00:10:49,2018-05-03 19:27:19,291496389,58299277800,291496389,200,23216,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107562.sralite.1,SRX4035799,5482450,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144493,PRJNA448733,,448733,ERS147935,SAMEA1521940,simple,9615,Canis lupus familiaris,SAMEA1521940,,,,,,,no,,,,,NHGRI,SRA699439,,public,34E6ECFE960690AAD4B0D62B684927C5,4738A9394D241D2EC28E920673889E12
SRR7107563,2018-05-09 00:10:49,2018-05-03 20:12:05,282633220,56526644000,282633220,200,22603,GCF_000002285.3,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR007/107/SRR7107563.sralite.1,SRX4035800,5482451,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP144493,PRJNA448733,,448733,ERS147936,SAMEA1521941,simple,9615,Canis lupus familiaris,SAMEA1521941,,,,,,,no,,,,,NHGRI,SRA699439,,public,3E938E68E2B8DE26CBC32EE12E2CE951,89CA3DC4C8500583172F095D3D1F442A
