Run	BioSample	Name	Breed	Category	bases	size_MB	LibraryLayout	Platform	Model
SRR7352826	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1030382406	608	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352817	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	908358246	541	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352818	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	5731750	3	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352819	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	788043006	467	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352820	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	577362460	345	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352821	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1146098510	680	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352812	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	302937582	182	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352813	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	115088490	69	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352814	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1184935636	717	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352815	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	112791952	68	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352816	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	431800452	259	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352807	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	51807344	32	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352808	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	426959522	259	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352809	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	142409192	85	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352810	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	273470024	164	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352811	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	926798220	555	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352802	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1709489438	1024	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352803	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	745683808	448	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352804	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	264122272	159	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352805	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	215921032	128	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352806	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	663368	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352797	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	439955394	263	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352798	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	72693740	44	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352799	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	838835502	504	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352800	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	448898338	269	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352801	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	540389390	325	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352792	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	931220	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352793	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	406724980	248	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352794	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	177242476	108	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352795	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	68867658	41	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352796	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1370642114	846	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352787	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	2950515020	1755	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352788	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	440655324	266	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352789	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	53740484	32	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352790	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1476529706	894	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352791	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	516209384	309	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352782	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	791262078	475	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352783	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	285225616	170	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352784	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1853493218	1136	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352785	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	406717708	250	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352786	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	31250410	18	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352777	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	955056	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352778	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	234002860	139	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352779	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	503788	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352780	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	419415024	251	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352781	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	910916172	541	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352772	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	550739264	335	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352773	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	714430974	440	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352774	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1471509400	882	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352775	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	301384	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352776	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	385663854	232	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352767	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	760889964	462	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352768	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	3036602774	1804	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352769	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	24189096	14	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352770	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	542667142	321	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352771	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1373643026	826	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352762	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	154527980	94	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352763	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	521361394	319	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352764	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	689373076	420	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352765	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	897252892	545	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352766	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	86798996	52	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352757	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	480434578	287	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352758	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	25762676	15	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352759	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	610008488	367	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352760	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	209539246	127	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352761	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	14923154	9	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352752	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	287270260	172	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352753	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	124031434	75	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352754	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	721427244	429	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352755	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	111289072	67	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352756	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	99586	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352747	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1093617092	666	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352748	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	272680204	163	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352749	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	405004748	243	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352750	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	845448578	518	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352751	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	563985616	336	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352742	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	444910454	268	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352743	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	78407714	47	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352744	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1341695110	802	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352745	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	272958964	162	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352746	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	422859730	257	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352737	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	514435622	309	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352738	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	576679296	348	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352739	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1203635988	719	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352740	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	308611964	190	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352741	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	511668222	312	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352732	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1718010	1	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352733	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1235837212	748	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352734	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	2280984	1	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352735	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1164240938	709	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352736	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	421327762	256	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352727	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	230215764	138	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352728	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	148461920	89	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352729	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1510017468	897	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352730	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	722345940	434	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352731	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	353215180	212	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352722	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	338651788	200	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352723	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	631065574	376	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352724	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	406703568	249	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352725	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	114397044	69	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352726	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	74476592	45	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352717	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	680752120	406	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352718	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	698802638	428	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352719	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	65279532	39	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352720	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	399611954	243	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352721	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	180684556	109	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352712	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	473884930	284	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352713	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	780947554	474	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352714	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	3985258	2	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352715	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	101580144	62	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352716	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	59412038	35	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352707	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	454904	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352708	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	552862284	328	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352709	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	62242664	38	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352710	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	921228070	554	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352711	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	711421780	428	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352702	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	716292	0	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352703	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	278263282	166	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352704	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	360967536	219	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352705	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	1009854964	621	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352706	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	31719858	19	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352697	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	268416994	161	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352698	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	352441116	218	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352699	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	705742954	435	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352700	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	473880486	283	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352701	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	403548934	243	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR14766742	SAMN04851103	Village Dog - China 40	Village Dog - China	village	6259759800	3715	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352694	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	271446186	163	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352695	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	120517442	73	PAIRED	ILLUMINA	Illumina HiSeq 2000
SRR7352696	SAMN04851099	Iberian Wolf (Canis lupus signatus)	Iberian Wolf (Canis lupus signatus)	wild	516866692	309	PAIRED	ILLUMINA	Illumina HiSeq 2000
